"eeg0","eeg1","eeg2","eeg3"
-1000.0,-1000.0,-648.92578125,-1000.0
-718.75,-1000.0,-694.82421875,-525.87890625
930.17578125,92.28515625,-652.34375,-998.53515625
606.93359375,537.59765625,-617.1875,995.1171875
-949.21875,-885.25390625,-606.93359375,-464.35546875
-1000.0,-1000.0,-660.64453125,-1000.0
174.31640625,-179.6875,-745.60546875,370.60546875
-850.5859375,915.0390625,-647.94921875,-772.4609375
-229.98046875,-350.09765625,-576.171875,106.93359375
-1000.0,-1000.0,-646.97265625,-1000.0
-219.23828125,-496.58203125,-762.20703125,-167.48046875
-826.171875,971.19140625,-627.44140625,-776.3671875
239.74609375,138.671875,-532.2265625,218.26171875
-1000.0,-1000.0,-618.65234375,-1000.0
-335.44921875,-934.5703125,-792.48046875,-273.4375
-831.54296875,556.640625,-694.82421875,-826.171875
310.546875,383.7890625,-513.18359375,608.88671875
-1000.0,-1000.0,-562.98828125,-1000.0
-819.3359375,-1000.0,-775.390625,-647.4609375
796.875,35.64453125,-741.69921875,904.78515625
762.20703125,641.6015625,-483.88671875,-893.06640625
-799.8046875,-773.4375,-512.20703125,-233.88671875
-1000.0,-1000.0,-762.6953125,-1000.0
46.875,-251.953125,-741.69921875,169.43359375
-832.03125,915.52734375,-493.1640625,-754.39453125
-121.09375,-287.109375,-514.16015625,190.4296875
-1000.0,-1000.0,-764.6484375,-1000.0
-224.609375,-678.22265625,-752.9296875,-270.5078125
-827.63671875,802.734375,-534.1796875,-795.41015625
245.1171875,176.7578125,-568.359375,306.15234375
-1000.0,-1000.0,-733.88671875,-1000.0
-490.234375,-1000.0,-735.83984375,-338.37890625
-895.01953125,313.4765625,-573.73046875,-873.53515625
425.78125,451.171875,-574.21875,747.55859375
-1000.0,-984.375,-665.0390625,-875.48828125
-971.6796875,-1000.0,-698.73046875,-792.48046875
554.6875,-50.78125,-658.69140625,768.5546875
936.5234375,786.1328125,-635.7421875,-844.7265625
-594.7265625,-590.33203125,-643.5546875,-110.3515625
-1000.0,-1000.0,-666.015625,-1000.0
-77.1484375,-329.58984375,-699.70703125,66.89453125
-824.70703125,967.7734375,-662.109375,-754.39453125
13.671875,-120.1171875,-631.8359375,197.265625
-1000.0,-1000.0,-630.37109375,-1000.0
-239.2578125,-813.96484375,-710.44921875,-278.80859375
-809.08203125,664.55078125,-678.22265625,-788.0859375
208.0078125,217.28515625,-582.03125,389.16015625
-1000.0,-1000.0,-587.40234375,-1000.0
-432.6171875,-1000.0,-699.21875,-263.671875
-984.86328125,164.55078125,-719.23828125,-965.33203125
524.90234375,498.046875,-592.7734375,908.69140625
-999.51171875,-934.08203125,-549.8046875,-623.046875
-1000.0,-1000.0,-719.23828125,-968.75
321.77734375,-118.65234375,-768.06640625,558.10546875
-896.484375,889.6484375,-569.3359375,-796.38671875
-333.984375,-430.6640625,-523.4375,38.57421875
-1000.0,-1000.0,-741.2109375,-1000.0
-173.33984375,-393.06640625,-797.8515625,-74.21875
-818.84765625,-988.28125,-549.31640625,-762.6953125
187.98828125,41.9921875,-488.76953125,208.49609375
-1000.0,-1000.0,-717.7734375,-1000.0
-263.671875,-877.9296875,-819.3359375,-275.390625
-815.4296875,617.1875,-539.55078125,-815.4296875
237.3046875,305.17578125,-435.546875,548.33984375
-1000.0,-1000.0,-687.01171875,-1000.0
-733.3984375,-1000.0,-809.08203125,-524.90234375
912.109375,75.1953125,-610.3515625,986.328125
634.765625,578.125,-484.375,-954.58984375
-927.734375,-846.6796875,-664.55078125,-384.27734375
-1000.0,-1000.0,-759.27734375,-1000.0
138.18359375,-223.6328125,-648.4375,406.73828125
-845.703125,876.46484375,-534.1796875,-768.06640625
-205.56640625,-351.5625,-627.44140625,160.64453125
-1000.0,-1000.0,-696.77734375,-1000.0
-220.703125,-582.51953125,-701.66015625,-160.15625
-829.1015625,876.46484375,-610.3515625,-768.06640625
243.1640625,113.76953125,-623.53515625,214.35546875
-1000.0,-1000.0,-658.203125,-1000.0
-413.0859375,-1000.0,-667.96875,-270.99609375
-861.328125,423.828125,-661.62109375,-836.9140625
316.40625,375.9765625,-653.80859375,658.69140625
-1000.0,-1000.0,-629.39453125,-989.74609375
-886.23046875,-1000.0,-667.96875,-665.0390625
703.125,-4.39453125,-723.14453125,895.01953125
786.62109375,650.390625,-628.90625,-881.8359375
-780.76171875,-752.9296875,-608.88671875,-196.2890625
-1000.0,-1000.0,-750.9765625,-1000.0
-9.765625,-287.109375,-780.76171875,158.69140625
-834.47265625,915.52734375,-645.5078125,-752.44140625
-85.44921875,-254.39453125,-526.85546875,190.4296875
-1000.0,-1000.0,-610.83984375,-1000.0
-226.5625,-724.12109375,-796.38671875,-272.4609375
-827.1484375,748.53515625,-667.96875,-796.38671875
245.60546875,168.9453125,-491.69921875,347.65625
-1000.0,-1000.0,-557.6171875,-1000.0
-533.69140625,-1000.0,-771.484375,-358.88671875
-916.50390625,256.8359375,-670.8984375,-894.04296875
424.8046875,414.0625,-496.58203125,811.03515625
-1000.0,-997.0703125,-586.42578125,-769.53125
-1000.0,-1000.0,-806.15234375,-886.71875
483.88671875,-71.77734375,-705.078125,665.0390625
982.421875,764.16015625,-458.0078125,-822.75390625
-534.1796875,-602.5390625,-562.98828125,-75.68359375
-1000.0,-1000.0,-776.85546875,-1000.0
-101.07421875,-365.234375,-724.12109375,26.3671875
-817.3828125,990.72265625,-507.8125,-756.8359375
86.42578125,-25.390625,-545.8984375,200.68359375
-1000.0,-1000.0,-700.1953125,-1000.0
-243.1640625,-809.08203125,-712.40234375,-274.90234375
-818.359375,704.58984375,-580.078125,-804.6875
243.65234375,290.0390625,-632.32421875,444.3359375
-1000.0,-1000.0,-713.37890625,-1000.0
-611.328125,-1000.0,-715.8203125,-468.26171875
-967.28515625,179.6875,-639.16015625,-963.8671875
555.6640625,541.50390625,-625.48828125,938.4765625
-975.09765625,-898.4375,-648.92578125,-559.5703125
-1000.0,-1000.0,-734.375,-1000.0
271.97265625,-132.8125,-734.86328125,447.75390625
-899.4140625,853.515625,-594.23828125,-782.71484375
-335.44921875,-463.37890625,-576.66015625,60.05859375
-1000.0,-1000.0,-639.16015625,-1000.0
-213.8671875,-468.26171875,-724.609375,-116.69921875
-832.03125,953.61328125,-668.9453125,-769.04296875
204.58984375,57.6171875,-567.87109375,212.890625
-1000.0,-1000.0,-611.328125,-1000.0
-311.5234375,-922.36328125,-779.296875,-274.4140625
-831.0546875,553.22265625,-696.2890625,-819.82421875
243.1640625,333.49609375,-565.4296875,566.89453125
-1000.0,-1000.0,-614.2578125,-1000.0
-758.30078125,-1000.0,-755.859375,-604.00390625
875.48828125,65.4296875,-692.87109375,937.01171875
672.8515625,581.0546875,-500.9765625,-925.29296875
-892.08984375,-839.84375,-520.99609375,-312.01171875
-1000.0,-1000.0,-763.18359375,-1000.0
103.02734375,-214.35546875,-741.2109375,245.1171875
-835.44921875,904.78515625,-603.515625,-758.30078125
-165.0390625,-335.44921875,-625.0,176.26953125
-1000.0,-1000.0,-730.46875,-1000.0
-222.16796875,-606.4453125,-769.53125,-242.1875
-828.125,861.328125,-600.5859375,-788.57421875
244.140625,110.3515625,-584.9609375,236.328125
-1000.0,-1000.0,-673.828125,-1000.0
-445.80078125,-1000.0,-754.8828125,-277.34375
-874.51171875,354.4921875,-543.45703125,-843.75
350.5859375,393.5546875,-465.8203125,674.8046875
-1000.0,-1000.0,-694.3359375,-954.1015625
-894.04296875,-1000.0,-736.81640625,-741.2109375
666.9921875,-26.85546875,-625.9765625,819.82421875
878.41796875,732.91015625,-581.54296875,-865.234375
-676.7578125,-664.0625,-634.765625,-171.875
-1000.0,-1000.0,-708.49609375,-1000.0
20.5078125,-273.4375,-720.21484375,99.12109375
-811.03515625,-988.28125,-630.859375,-755.37109375
-13.18359375,-94.23828125,-609.86328125,195.3125
-1000.0,-1000.0,-649.4140625,-1000.0
-235.3515625,-685.05859375,-710.44921875,-272.4609375
-821.77734375,842.28515625,-632.32421875,-799.31640625
244.62890625,239.2578125,-609.375,365.234375
-1000.0,-1000.0,-609.375,-1000.0
-524.4140625,-1000.0,-691.40625,-409.1796875
-914.55078125,297.8515625,-698.2421875,-917.96875
490.72265625,496.58203125,-599.609375,837.890625
-1000.0,-950.1953125,-638.18359375,-739.74609375
-1000.0,-1000.0,-759.27734375,-912.59765625
461.9140625,-82.03125,-732.91015625,629.39453125
-981.4453125,825.68359375,-595.21484375,-813.4765625
-473.6328125,-529.78515625,-591.796875,-40.52734375
-1000.0,-1000.0,-695.80078125,-1000.0
-131.34765625,-367.67578125,-737.79296875,-7.8125
-820.80078125,992.67578125,-604.98046875,-758.30078125
104.00390625,-22.4609375,-458.984375,203.125
-1000.0,-1000.0,-606.93359375,-1000.0
-244.140625,-818.84765625,-813.96484375,-275.87890625
-817.87109375,690.4296875,-599.609375,-810.546875
243.65234375,277.34375,-488.76953125,494.62890625
-1000.0,-1000.0,-682.12890625,-1000.0
-632.32421875,-1000.0,-783.203125,-520.5078125
-982.421875,140.13671875,-671.38671875,-992.67578125
584.9609375,544.43359375,-572.75390625,976.5625
-949.70703125,-886.23046875,-638.18359375,-519.04296875
-1000.0,-1000.0,-762.6953125,-1000.0
203.61328125,-172.36328125,-668.9453125,455.078125
-875.9765625,873.046875,-539.55078125,-781.25
-285.15625,-416.015625,-619.62890625,72.265625
-1000.0,-1000.0,-699.21875,-1000.0
-216.30859375,-513.671875,-724.609375,-123.53515625
-830.078125,915.0390625,-604.00390625,-769.53125
221.6796875,83.49609375,-604.4921875,215.33203125
-1000.0,-1000.0,-693.359375,-1000.0
-314.94140625,-864.2578125,-733.88671875,-255.859375
-891.6015625,653.80859375,-610.3515625,-880.859375
188.4765625,338.37890625,-578.125,511.71875
-1000.0,-1000.0,-638.671875,-1000.0
-765.13671875,-1000.0,-682.12890625,-621.58203125
849.12109375,46.38671875,-646.97265625,926.7578125
757.8125,684.5703125,-621.09375,-915.0390625
-807.12890625,-740.72265625,-603.515625,-291.9921875
-1000.0,-1000.0,-670.8984375,-1000.0
103.02734375,-224.609375,-751.953125,232.421875
-819.82421875,989.2578125,-629.39453125,-757.32421875
-105.46875,-188.96484375,-592.28515625,187.01171875
-1000.0,-1000.0,-696.2890625,-1000.0
-227.5390625,-593.26171875,-746.58203125,-262.20703125
-824.21875,910.64453125,-614.74609375,-793.45703125
242.67578125,183.59375,-519.04296875,301.26953125
-1000.0,-1000.0,-594.23828125,-1000.0
-431.15234375,-1000.0,-791.50390625,-336.9140625
-869.140625,435.546875,-672.36328125,-869.62890625
413.0859375,441.89453125,-548.33984375,733.3984375
-1000.0,-1000.0,-653.3203125,-888.671875
-881.8359375,-1000.0,-775.390625,-796.38671875
676.26953125,-24.90234375,-698.2421875,768.06640625
940.91796875,827.63671875,-573.73046875,-849.12109375
-582.03125,-555.6640625,-615.72265625,-152.34375
-1000.0,-1000.0,-703.61328125,-1000.0
1.953125,-282.71484375,-733.3984375,97.16796875
-803.22265625,-972.16796875,-447.75390625,-753.90625
42.96875,-57.6171875,-431.640625,195.3125
-1000.0,-1000.0,-747.0703125,-1000.0
-241.69921875,-735.83984375,-754.39453125,-274.4140625
-819.3359375,786.1328125,-513.18359375,-801.26953125
244.140625,240.72265625,-553.7109375,403.80859375
-1000.0,-1000.0,-719.23828125,-1000.0
-567.3828125,-1000.0,-749.51171875,-428.7109375
-936.5234375,229.00390625,-655.2734375,-934.5703125
492.67578125,473.6328125,-597.16796875,885.7421875
-1000.0,-956.0546875,-634.27734375,-673.33984375
-1000.0,-1000.0,-687.5,-941.40625
348.6328125,-109.86328125,-664.0625,599.12109375
-960.9375,826.171875,-634.765625,-806.15234375
-446.77734375,-516.11328125,-613.76953125,-8.7890625
-1000.0,-1000.0,-693.359375,-1000.0
-167.48046875,-402.83203125,-763.671875,-39.0625
-823.73046875,988.28125,-635.25390625,-760.25390625
159.66796875,25.390625,-596.6796875,206.0546875
-1000.0,-1000.0,-669.921875,-1000.0
-250.48828125,-846.19140625,-768.06640625,-275.87890625
-814.453125,664.55078125,-653.80859375,-812.98828125
241.69921875,318.359375,-562.98828125,524.90234375
-1000.0,-1000.0,-616.2109375,-1000.0
-646.484375,-1000.0,-726.07421875,-535.64453125
-998.53515625,135.25390625,-709.47265625,991.69921875
620.1171875,598.6328125,-567.3828125,-990.72265625
-931.15234375,-844.23828125,-573.2421875,-433.10546875
-1000.0,-1000.0,-757.32421875,-1000.0
186.5234375,-164.55078125,-759.765625,339.84375
-834.47265625,926.7578125,-551.26953125,-768.5546875
-195.3125,-338.8671875,-537.59765625,123.046875
-1000.0,-1000.0,-723.6328125,-1000.0
-221.19140625,-491.69921875,-790.52734375,-181.640625
-824.21875,967.7734375,-524.4140625,-777.83203125
239.2578125,122.0703125,-447.265625,219.23828125
-1000.0,-1000.0,-705.56640625,-1000.0
-332.51953125,-928.7109375,-778.80859375,-272.94921875
-830.56640625,564.453125,-603.02734375,-825.68359375
335.44921875,424.8046875,-551.26953125,604.98046875
-1000.0,-1000.0,-686.5234375,-1000.0
-754.39453125,-1000.0,-761.23046875,-647.4609375
849.609375,45.8984375,-679.6875,905.2734375
837.40234375,771.484375,-591.796875,-894.53125
-705.56640625,-647.4609375,-631.34765625,-240.72265625
-1000.0,-1000.0,-716.30859375,-1000.0
100.09765625,-221.6796875,-696.77734375,171.38671875
-808.10546875,-980.95703125,-562.98828125,-754.39453125
-54.19921875,-135.25390625,-579.58984375,189.94140625
-1000.0,-1000.0,-677.24609375,-1000.0
-232.91015625,-617.1875,-676.7578125,-270.99609375
-821.2890625,902.34375,-597.16796875,-795.41015625
243.1640625,201.66015625,-620.1171875,314.453125
-1000.0,-1000.0,-651.85546875,-1000.0
-452.1484375,-1000.0,-695.80078125,-346.6796875
-876.46484375,375.0,-685.05859375,-875.9765625
422.36328125,461.9140625,-623.046875,750.9765625
-1000.0,-981.4453125,-644.53125,-869.62890625
-977.5390625,-1000.0,-718.75,-804.6875
544.921875,-49.31640625,-699.21875,753.41796875
947.265625,791.015625,-612.3046875,-841.30859375
-583.984375,-587.40234375,-543.9453125,-93.75
-1000.0,-1000.0,-639.16015625,-1000.0
-63.96484375,-314.453125,-774.90234375,38.0859375
-814.453125,-995.60546875,-621.09375,-756.34765625
56.640625,-65.91796875,-563.4765625,199.70703125
-1000.0,-1000.0,-700.1953125,-1000.0
-240.72265625,-754.8828125,-794.43359375,-274.4140625
-819.82421875,765.13671875,-643.5546875,-803.22265625
244.140625,257.32421875,-573.73046875,424.8046875
-1000.0,-1000.0,-655.2734375,-1000.0
-589.35546875,-1000.0,-746.58203125,-458.0078125
-952.1484375,212.40234375,-663.0859375,-949.21875
533.69140625,518.5546875,-415.52734375,902.83203125
-997.0703125,-923.33984375,-514.6484375,-646.97265625
-1000.0,-1000.0,-779.78515625,-962.890625
323.2421875,-120.60546875,-669.43359375,565.4296875
-896.484375,888.18359375,-467.7734375,-799.8046875
-332.03125,-426.26953125,-566.40625,29.78515625
-1000.0,-1000.0,-753.90625,-1000.0
-178.22265625,-410.64453125,-750.48828125,-88.37890625
-818.359375,-987.3046875,-600.5859375,-766.11328125
202.1484375,78.61328125,-574.70703125,210.44921875
-1000.0,-1000.0,-684.08203125,-1000.0
-257.32421875,-857.421875,-703.125,-274.90234375
-810.546875,663.0859375,-565.4296875,-814.453125
258.30078125,370.60546875,-613.76953125,531.25
-1000.0,-1000.0,-688.4765625,-1000.0
-644.04296875,-1000.0,-741.2109375,-568.84765625
982.91015625,135.25390625,-695.3125,967.7734375
709.9609375,694.82421875,-609.375,-968.75
-840.8203125,-753.90625,-615.72265625,-393.06640625
-1000.0,-1000.0,-714.84375,-1000.0
180.17578125,-173.33984375,-725.09765625,292.96875
-821.2890625,994.140625,-579.58984375,-764.6484375
-144.04296875,-224.12109375,-576.171875,152.83203125
-1000.0,-1000.0,-633.30078125,-1000.0
-225.09765625,-497.55859375,-713.37890625,-221.6796875
-821.77734375,992.67578125,-657.71484375,-785.15625
239.74609375,166.9921875,-566.89453125,223.6328125
-1000.0,-1000.0,-620.1171875,-1000.0
-348.6328125,-956.0546875,-777.83203125,-269.53125
-837.40234375,525.390625,-676.26953125,-837.890625
373.53515625,438.96484375,-572.75390625,657.2265625
-1000.0,-1000.0,-667.96875,-985.3515625
-759.765625,-1000.0,-750.0,-701.66015625
877.9296875,200.68359375,-674.8046875,867.1875
852.5390625,727.05078125,-489.74609375,-872.55859375
-679.19921875,-668.9453125,-479.00390625,-183.10546875
-1000.0,-1000.0,-752.44140625,-1000.0
50.29296875,-249.0234375,-764.16015625,128.90625
-809.5703125,-984.86328125,-529.78515625,-753.41796875
-28.80859375,-115.234375,-545.8984375,192.87109375
-1000.0,-1000.0,-741.2109375,-1000.0
-235.83984375,-661.62109375,-765.13671875,-273.4375
-814.94140625,858.88671875,-610.83984375,-789.0625
225.5859375,214.84375,-597.65625,317.87109375
-1000.0,-1000.0,-675.78125,-1000.0
-415.52734375,-1000.0,-753.41796875,-273.4375
-914.55078125,312.01171875,-566.40625,-909.1796875
470.703125,478.515625,-487.3046875,817.87109375
-1000.0,-964.84375,-686.5234375,-766.11328125
-978.02734375,-1000.0,-725.5859375,-873.53515625
524.90234375,-70.3125,-623.53515625,682.12890625
-986.81640625,847.65625,-584.47265625,-825.1953125
-484.375,-513.671875,-646.484375,-65.91796875
-1000.0,-1000.0,-713.37890625,-1000.0
-69.82421875,-324.70703125,-720.21484375,7.32421875
-805.6640625,-950.68359375,-627.9296875,-758.30078125
108.3984375,35.15625,-617.1875,202.1484375
-1000.0,-1000.0,-640.625,-1000.0
-247.55859375,-756.8359375,-703.125,-274.90234375
-815.91796875,788.57421875,-659.66796875,-806.640625
243.1640625,313.96484375,-592.28515625,457.03125
-1000.0,-1000.0,-662.109375,-1000.0
-577.63671875,-1000.0,-769.53125,-487.79296875
-952.63671875,226.07421875,-678.22265625,-979.00390625
596.6796875,597.65625,-558.59375,962.40234375
-960.9375,-862.3046875,-604.4921875,-531.73828125
-1000.0,-1000.0,-747.55859375,-1000.0
330.56640625,-123.53515625,-744.140625,454.1015625
-861.328125,943.84765625,-581.0546875,-780.76171875
-261.71875,-346.19140625,-560.546875,71.2890625
-1000.0,-1000.0,-699.70703125,-1000.0
-187.01171875,-416.015625,-751.953125,-114.74609375
-815.4296875,-975.5859375,-611.328125,-767.578125
230.95703125,103.515625,-476.07421875,212.40234375
-1000.0,-1000.0,-610.83984375,-1000.0
