"eeg0","eeg1","eeg2","eeg3"
770.99609375,911.62109375,467.28515625,-802.734375
-803.7109375,-592.28515625,-530.76171875,-52.24609375
-1000.0,-1000.0,-1000.0,-1000.0
401.3671875,106.4453125,-268.06640625,-104.00390625
-812.5,-791.9921875,525.390625,-777.34375
-109.86328125,38.57421875,-335.9375,215.33203125
-1000.0,-1000.0,-1000.0,-1000.0
-139.16015625,-243.65234375,-677.24609375,-273.92578125
-790.52734375,-811.5234375,322.265625,-812.01171875
220.703125,239.2578125,-13.671875,490.234375
-1000.0,-1000.0,-1000.0,-1000.0
-271.97265625,-402.83203125,-876.46484375,-584.9609375
